Age,Revenu_Mensuel_Estime,Score_Fidelite,Sensibilite_Promo,Panier_Moyen,Frequence_Achat_Mois,Temps_Session_Sec,Score_Tech_Device,Taux_Abandon_Panier,Note_Satisfaction,Nombre_Pages_Vues,Jours_Depuis_Dernier_Achat
62,4782.8,81,0.58,537.5,3,440.85,1.0,0.48,5,14,63
21,5620.94,53,0.28,966.28,1,137.56,0.0,0.66,4,4,146
31,5644.14,39,0.1,749.32,3,299.78,0.0,0.36,2,9,197
31,3032.84,20,0.32,379.28,1,405.67,0.0,0.11,4,13,241
33,3477.7,94,0.77,638.59,3,322.61,0.0,0.55,4,10,25
24,4279.13,97,0.02,656.46,3,142.61,0.0,0.39,3,4,16
49,4807.69,16,0.49,708.46,1,384.34,1.0,0.51,3,12,259
36,1703.06,89,0.81,216.93,4,725.62,0.0,0.03,5,24,36
19,3041.04,88,0.75,470.4,3,248.92,0.0,0.15,4,8,49
27,4813.05,3,0.18,591.34,1,188.97,0.0,0.19,4,6,292
67,5792.14,59,0.14,1046.2,4,438.56,1.0,0.51,4,14,138
34,3428.88,91,0.64,393.49,4,175.36,0.0,0.27,4,5,34
54,4600.88,37,0.44,667.35,2,303.99,1.0,0.33,4,10,191
29,3936.75,65,0.68,443.72,3,164.31,1.0,0.14,4,5,109
23,6480.73,51,0.18,1139.78,2,61.93,0.0,0.64,4,2,164
39,4596.22,66,0.7,563.62,5,437.86,0.0,0.23,4,14,115
49,4236.85,28,0.5,546.19,1,595.97,1.0,0.29,3,19,228
58,7123.09,27,0.43,1145.79,1,259.27,0.0,0.67,4,8,227
37,5059.68,59,0.71,724.29,4,424.13,0.0,0.31,2,14,133
18,2914.66,90,0.99,256.26,4,247.3,0.0,0.11,4,8,40
71,5859.33,6,0.12,886.65,1,583.66,0.0,0.37,1,19,291
64,5368.42,20,0.57,870.53,1,22.32,1.0,0.34,4,0,254
70,6348.62,37,0.2,939.87,3,497.7,1.0,0.41,5,16,203
23,2662.57,77,0.66,314.51,3,76.88,0.0,0.03,5,2,86
36,3248.41,43,0.76,454.68,1,340.79,0.0,0.34,5,11,174
35,4142.83,86,0.41,691.27,4,346.26,0.0,0.26,4,11,50
23,3039.8,51,0.29,640.12,3,121.82,0.0,0.29,3,4,147
62,6497.21,98,0.19,940.55,4,217.41,1.0,0.41,3,7,17
50,3971.56,93,0.88,583.99,5,417.27,0.0,0.36,1,13,23
40,7007.46,92,0.05,1146.04,5,447.13,1.0,0.61,3,14,38
40,4448.21,72,0.43,728.35,2,272.21,0.0,0.45,5,9,91
43,4851.52,50,0.47,822.09,1,336.26,1.0,0.21,4,11,167
30,4551.03,22,0.36,622.41,1,491.27,0.0,0.39,4,16,246
24,3887.1,68,0.47,527.05,3,256.32,0.0,0.4,2,8,109
32,5459.69,13,0.34,735.02,1,264.56,0.0,0.32,4,8,263
61,5585.58,14,0.22,731.4,1,279.7,1.0,0.52,4,9,272
44,4238.59,14,0.73,610.34,1,340.63,0.0,0.27,4,11,273
43,3354.99,34,1.0,506.44,1,464.71,1.0,0.31,5,15,209
50,5391.32,10,0.42,632.95,1,518.52,1.0,0.18,2,17,271
32,5194.39,92,0.25,782.84,3,340.93,0.0,0.26,3,11,39
53,3852.63,36,0.62,487.06,2,342.37,1.0,0.36,5,11,197
62,5098.87,71,0.13,793.08,3,372.5,0.0,0.51,5,12,101
72,6845.68,20,0.0,1078.8,1,501.46,1.0,0.49,2,16,248
44,3908.65,14,0.49,549.81,1,452.97,0.0,0.4,4,15,267
74,5099.54,44,0.61,819.23,3,143.24,0.0,0.54,2,4,182
22,3728.42,75,0.82,467.35,4,136.24,0.0,0.34,3,4,78
19,5075.33,96,0.44,767.13,4,175.27,0.0,0.48,2,5,17
72,6798.59,7,0.29,909.31,2,495.48,1.0,0.54,4,16,280
50,6316.07,23,0.26,1017.99,1,231.31,1.0,0.59,3,7,240
33,3326.36,31,0.56,452.63,1,433.01,0.0,0.23,1,14,209
40,3940.44,70,0.27,540.16,3,316.03,1.0,0.24,4,10,108
55,5021.58,24,0.61,664.62,1,357.17,1.0,0.38,2,11,245
72,5573.5,45,0.22,1019.25,2,509.18,0.0,0.49,3,16,165
33,3543.21,80,0.72,422.82,3,375.36,0.0,0.22,5,12,78
31,4720.82,94,0.4,678.46,1,463.71,1.0,0.35,3,15,22
46,3210.19,9,0.41,455.72,1,442.64,1.0,0.15,4,14,284
43,4869.61,49,0.23,631.66,2,231.89,1.0,0.32,3,7,162
52,6741.86,55,0.04,868.29,3,404.88,0.0,0.44,4,13,152
32,4358.5,71,0.48,593.73,3,380.46,0.0,0.18,3,12,105
20,2967.78,0,0.87,500.17,1,195.97,0.0,0.15,3,6,314
40,3319.57,8,0.73,585.08,1,477.58,1.0,0.33,3,15,279
46,5200.81,47,0.19,808.8,3,613.61,0.0,0.25,3,20,169
51,6776.38,25,0.0,847.0,1,358.24,1.0,0.44,4,11,244
50,5213.44,9,0.48,757.19,2,286.53,1.0,0.28,3,9,287
58,4984.8,89,0.76,944.37,2,560.1,0.0,0.37,3,18,43
58,4557.01,57,0.62,667.34,3,180.39,0.0,0.21,4,6,147
40,3122.64,44,1.0,361.67,2,487.22,1.0,0.04,4,16,181
24,4232.49,17,0.37,561.48,1,151.41,0.0,0.19,5,5,263
20,2198.49,58,0.72,275.97,2,150.38,0.0,0.1,5,5,134
49,5875.17,56,0.53,952.05,2,478.05,0.0,0.44,4,15,135
48,5547.09,66,0.0,772.17,4,202.17,0.0,0.46,5,6,102
35,4183.95,27,0.55,750.6,1,392.31,0.0,0.29,5,13,229
60,6047.8,80,0.31,865.64,4,203.15,1.0,0.57,4,6,64
24,4132.71,14,0.76,640.44,1,233.18,0.0,0.4,3,7,258
58,5958.86,34,0.06,791.32,2,162.0,0.0,0.35,4,5,200
18,4614.65,41,0.38,786.56,1,108.84,0.0,0.42,5,3,178
31,3984.96,24,0.37,620.51,1,499.59,0.0,0.19,4,16,240
69,4463.65,12,0.42,900.29,1,314.69,1.0,0.67,4,10,273
49,7218.01,65,0.0,1076.76,2,484.4,1.0,0.44,4,16,114
23,3706.73,98,0.64,477.63,4,63.99,1.0,0.25,4,2,9
56,4812.0,56,0.43,735.03,5,320.38,1.0,0.31,5,10,133
27,4523.99,60,0.38,615.9,3,181.42,0.0,0.2,4,6,132
24,3766.71,85,0.59,696.58,4,146.73,0.0,0.27,2,4,48
43,3462.01,81,0.66,210.25,4,653.07,1.0,0.12,5,21,68
51,3848.16,84,0.82,602.64,3,96.55,1.0,0.26,5,3,60
47,3989.65,10,0.48,631.48,1,390.75,1.0,0.26,4,13,287
53,5477.34,56,0.58,735.36,3,467.42,1.0,0.47,3,15,144
38,3824.52,42,0.36,680.63,2,383.2,1.0,0.43,5,12,175
34,5295.51,46,0.21,862.46,2,365.26,0.0,0.71,3,12,180
50,4845.03,41,0.71,754.03,2,417.37,1.0,0.14,1,13,182
27,4001.33,3,0.74,409.75,1,128.92,0.0,0.12,4,4,296
68,5779.98,61,0.0,761.85,2,376.14,1.0,0.33,3,12,134
64,4520.6,24,0.0,873.57,3,605.44,1.0,0.45,4,20,229
59,6635.22,33,0.47,995.7,1,260.49,0.0,0.55,3,8,220
68,6030.25,55,0.22,1045.67,3,273.75,1.0,0.43,5,9,150
29,3986.91,68,0.38,454.35,2,127.33,0.0,0.37,4,4,102
73,5390.81,40,0.38,710.33,1,323.74,1.0,0.43,2,10,190
33,3771.48,32,0.41,517.64,1,587.62,0.0,0.15,4,19,210
58,4162.76,43,0.48,657.43,2,473.83,1.0,0.26,2,15,175
49,3628.38,70,0.49,644.89,2,172.26,0.0,0.36,5,5,102
32,2948.63,91,0.56,390.66,4,402.44,0.0,0.19,1,13,46
44,5822.96,83,0.0,1055.03,3,629.87,0.0,0.62,4,20,67
45,4033.45,73,0.29,662.95,5,565.43,1.0,0.35,4,18,100
34,3283.71,29,0.81,454.63,1,120.16,0.0,0.18,4,4,230
63,6807.95,66,0.3,1019.9,4,352.66,1.0,0.43,5,11,106
67,5740.7,27,0.32,853.63,1,251.24,1.0,0.39,1,8,225
19,2586.23,94,0.84,388.46,4,151.68,0.0,0.17,1,5,25
53,5690.75,39,0.3,789.37,3,457.15,1.0,0.46,4,15,201
67,7133.18,30,0.0,1031.33,2,133.74,0.0,0.49,3,4,225
24,4638.01,65,0.2,661.71,3,262.55,0.0,0.35,3,8,106
30,4338.19,94,0.56,610.07,3,307.68,0.0,0.1,3,10,37
32,4747.89,17,0.06,732.21,1,312.28,0.0,0.38,4,10,261
42,5874.81,9,0.1,915.81,1,420.97,1.0,0.33,5,14,280
40,6327.98,31,0.07,979.88,1,379.09,0.0,0.47,2,12,219
39,3608.96,71,0.6,577.83,4,374.29,0.0,0.29,5,12,103
43,4742.38,84,0.37,693.47,3,326.51,1.0,0.28,4,10,51
50,5604.58,84,0.34,820.82,3,455.4,1.0,0.44,3,15,55
28,4291.98,42,0.56,498.94,1,230.15,0.0,0.27,4,7,188
27,4609.7,45,0.5,622.59,1,143.8,0.0,0.19,4,4,174
42,6888.62,84,0.31,1051.58,4,357.31,0.0,0.48,3,11,48
54,4898.18,94,0.42,690.16,5,466.88,1.0,0.33,5,15,30
65,4187.25,26,0.28,546.1,1,124.72,1.0,0.13,4,4,237
60,7250.06,92,0.0,1370.61,5,283.49,0.0,0.64,4,9,34
70,7567.79,77,0.13,1206.22,1,285.25,0.0,0.58,5,9,87
55,5743.26,8,0.26,924.6,1,582.9,1.0,0.62,5,19,292
58,4824.85,10,0.39,617.67,1,126.75,0.0,0.18,4,4,285
62,6337.52,70,0.08,921.44,1,463.86,1.0,0.47,4,15,95
41,4672.65,4,0.4,599.61,1,388.72,1.0,0.14,4,12,288
57,4970.61,71,0.07,709.91,3,283.1,0.0,0.08,2,9,94
63,4843.6,58,0.11,738.66,2,134.22,1.0,0.32,5,4,128
73,5903.74,66,0.85,920.57,1,658.82,0.0,0.43,3,21,105
50,5546.9,32,0.0,869.93,1,485.27,0.0,0.45,4,16,209
34,4524.18,82,0.23,667.59,3,367.71,1.0,0.37,3,12,60
41,5524.32,46,0.07,791.86,2,424.35,0.0,0.33,5,14,163
54,4940.76,31,0.15,686.29,1,492.0,0.0,0.15,3,16,214
74,5541.4,40,0.21,832.61,1,444.51,1.0,0.15,5,14,184
19,4147.44,8,0.22,640.88,1,210.71,0.0,0.42,4,7,280
49,5046.3,10,0.51,817.12,1,633.43,0.0,0.44,3,21,287
74,7444.05,34,0.08,1080.78,2,421.73,1.0,0.69,4,14,213
41,4293.42,11,0.55,631.34,1,439.75,1.0,0.3,2,14,269
26,3537.71,11,0.61,404.89,1,144.99,0.0,0.29,4,4,283
21,3671.2,97,0.4,498.12,6,135.19,0.0,0.2,5,4,10
34,3946.83,49,0.35,708.85,1,509.71,0.0,0.34,4,16,157
34,3729.79,50,0.8,331.59,2,479.57,1.0,0.25,4,15,168
70,4167.85,35,0.5,617.75,2,299.88,0.0,0.52,4,9,211
67,4526.41,97,0.46,669.5,5,554.6,1.0,0.35,2,18,25
65,5479.79,29,0.33,764.53,1,406.28,1.0,0.34,1,13,219
47,3572.43,40,0.57,355.1,2,307.87,1.0,0.24,4,10,195
57,5844.66,2,0.0,859.42,1,403.48,1.0,0.32,5,13,302
28,4489.98,97,0.51,748.71,3,284.57,0.0,0.41,5,9,17
38,3850.12,48,1.0,636.92,2,385.01,1.0,0.41,4,12,170
38,4467.15,54,0.46,656.89,2,468.18,0.0,0.36,3,15,146
35,4208.37,31,0.82,762.23,1,527.83,0.0,0.49,4,17,214
72,4075.18,78,0.52,646.69,3,165.91,1.0,0.35,4,5,73
46,5284.94,7,0.4,602.01,2,445.71,1.0,0.4,3,14,295
41,4042.5,50,0.56,647.93,1,227.31,1.0,0.32,2,7,161
27,3105.25,48,0.22,591.01,1,122.72,0.0,0.25,3,4,169
62,6158.21,72,0.0,925.56,2,381.59,0.0,0.5,4,12,91
34,4603.2,89,0.39,637.95,6,359.94,0.0,0.37,4,11,49
35,5311.25,62,0.68,840.68,2,547.61,1.0,0.46,3,18,122
59,5242.11,21,0.25,722.05,2,425.57,1.0,0.44,4,14,242
65,5815.3,37,0.38,754.56,3,407.26,1.0,0.35,2,13,198
37,5279.16,93,0.15,714.38,4,334.76,1.0,0.36,4,11,22
54,6836.34,32,0.34,1004.81,2,246.89,0.0,0.39,5,8,222
62,5168.53,13,0.06,813.69,1,448.81,1.0,0.4,2,14,277
35,4648.09,68,0.64,807.77,4,325.25,0.0,0.37,4,10,113
34,4933.57,9,0.38,784.55,1,368.85,1.0,0.61,1,12,291
26,4605.59,43,0.39,369.14,2,243.15,0.0,0.36,4,8,189
31,3726.83,24,0.67,534.9,2,213.22,0.0,0.23,4,7,235
66,5527.97,83,0.58,597.86,3,345.02,1.0,0.18,4,11,69
46,5403.77,51,0.01,799.2,2,547.63,0.0,0.5,2,18,149
48,5096.03,74,0.5,761.05,3,300.64,0.0,0.38,3,10,83
21,5754.64,50,0.0,861.54,1,163.2,0.0,0.52,4,5,150
35,4090.49,50,0.35,810.61,2,475.74,1.0,0.33,4,15,161
37,3680.27,33,0.04,571.82,1,537.53,0.0,0.14,4,17,209
73,6404.51,15,0.15,860.85,1,318.99,0.0,0.35,4,10,274
73,4981.62,67,0.42,738.89,2,402.29,1.0,0.37,1,13,108
64,5101.55,56,0.55,725.45,2,711.6,0.0,0.35,5,23,140
60,5480.68,99,0.38,722.07,5,422.74,1.0,0.44,3,14,9
61,5407.04,52,0.33,921.44,2,348.36,1.0,0.27,3,11,160
26,3979.59,51,0.69,704.21,2,136.26,0.0,0.42,5,4,160
30,3636.51,27,0.81,542.87,1,452.29,0.0,0.26,4,15,236
32,4649.74,73,0.63,879.26,2,578.47,0.0,0.48,3,19,93
44,6932.59,87,0.55,1002.1,4,667.49,0.0,0.35,5,22,54
32,5109.44,47,0.25,818.24,1,473.38,1.0,0.51,5,15,162
45,2956.26,72,0.89,475.58,4,490.12,0.0,0.32,5,16,93
54,4752.69,5,0.11,808.81,2,727.68,0.0,0.44,5,24,301
72,6411.98,36,0.0,1101.54,2,258.17,0.0,0.61,2,8,195
36,2944.17,9,0.63,401.05,1,484.61,0.0,0.0,4,16,289
43,2298.44,60,0.62,371.02,3,393.2,1.0,0.18,2,13,127
69,5035.16,94,0.51,949.05,3,293.49,1.0,0.52,3,9,32
43,3911.32,99,0.6,478.67,4,239.75,1.0,0.14,5,7,15
42,6320.08,40,0.53,1070.9,2,368.81,1.0,0.53,3,12,188
43,5075.48,51,0.47,739.29,1,520.55,1.0,0.49,5,17,155
43,4575.39,33,0.52,672.59,2,364.58,1.0,0.27,4,12,206
63,5204.07,8,0.12,660.52,1,460.76,1.0,0.34,5,15,289
45,5250.66,28,0.29,687.39,1,351.05,0.0,0.48,5,11,231
66,5838.06,40,0.46,857.14,1,344.74,1.0,0.42,5,11,192
35,4848.77,0,0.98,629.13,1,325.65,0.0,0.21,5,10,306
49,5283.16,63,0.17,841.59,2,707.07,1.0,0.36,5,23,117
70,6839.15,11,0.38,1072.55,1,276.4,0.0,0.51,2,9,283
20,3832.82,22,0.52,600.47,1,285.78,0.0,0.46,4,9,244
19,4538.69,0,0.46,630.52,1,186.77,0.0,0.28,5,6,314
50,5356.84,94,0.17,695.31,3,439.11,0.0,0.34,5,14,20
59,5562.46,24,0.21,873.33,1,148.56,1.0,0.39,4,4,245
36,4040.36,37,0.48,584.16,1,536.58,0.0,0.17,5,17,195
34,4294.51,3,0.64,639.95,1,364.71,0.0,0.46,5,12,293
61,5392.07,42,0.63,872.18,3,224.19,1.0,0.38,2,7,178
50,6078.75,89,0.14,929.15,4,307.73,0.0,0.61,5,10,52
29,4395.64,60,0.34,623.94,3,128.74,0.0,0.41,1,4,128
66,4736.29,31,0.56,930.05,1,350.59,1.0,0.41,3,11,210
73,4373.36,27,0.4,584.57,1,355.16,0.0,0.35,5,11,221
20,2662.15,32,0.88,267.85,3,167.95,0.0,0.17,4,5,209
60,4711.09,26,0.54,701.35,1,492.84,1.0,0.34,5,16,230
66,6100.9,0,0.12,887.73,1,426.73,0.0,0.47,5,14,308
72,5260.91,7,0.53,819.7,1,256.47,0.0,0.24,4,8,279
43,5946.5,84,0.36,784.6,4,499.01,0.0,0.47,4,16,65
52,3853.4,22,0.47,408.9,1,195.42,1.0,0.34,5,6,249
25,4662.93,31,0.51,814.77,1,158.5,0.0,0.42,5,5,225
69,3897.09,2,0.31,648.73,1,502.48,0.0,0.6,2,16,312
53,4002.71,43,0.42,657.64,1,316.67,1.0,0.25,5,10,175
70,4806.69,53,0.56,620.84,2,567.92,1.0,0.37,4,18,143
71,4834.27,5,0.34,700.52,1,233.29,0.0,0.48,3,7,295
24,3322.5,69,0.67,495.64,4,248.76,0.0,0.33,5,8,111
63,6306.68,48,0.0,1112.95,3,483.02,1.0,0.63,4,16,174
63,6237.61,58,0.21,872.74,4,408.16,1.0,0.3,3,13,130
53,4113.13,56,0.53,690.48,5,548.75,1.0,0.34,4,18,150
33,4123.8,88,0.36,514.04,5,331.4,1.0,0.25,5,11,41
41,5094.39,60,0.39,778.92,2,287.57,0.0,0.33,4,9,139
71,5654.99,55,0.34,991.39,3,373.85,0.0,0.45,5,12,150
18,5297.14,40,0.13,899.82,1,164.23,0.0,0.52,4,5,189
66,6022.0,13,0.0,907.58,1,456.04,0.0,0.56,4,15,269
42,3816.77,82,0.34,436.05,2,399.93,1.0,0.14,1,13,55
27,3316.23,76,0.16,451.65,4,98.73,1.0,0.26,3,3,88
71,4873.27,36,0.54,644.24,2,511.3,1.0,0.36,3,17,193
33,3620.73,40,0.77,506.66,1,325.99,0.0,0.32,5,10,180
33,4341.54,29,0.22,741.31,1,434.93,0.0,0.37,4,14,231
25,3764.49,91,0.32,514.07,2,173.05,0.0,0.29,4,5,36
46,4370.42,41,0.38,813.5,1,353.15,1.0,0.34,5,11,183
56,5821.81,35,0.14,743.03,1,379.71,1.0,0.27,3,12,213
45,5142.93,55,0.21,837.28,4,401.2,1.0,0.68,3,13,137
23,2340.43,70,0.36,259.17,2,176.12,1.0,0.11,4,5,95
33,3045.98,82,0.61,458.26,5,471.86,0.0,0.29,3,15,72
37,3495.62,77,0.38,444.37,4,411.48,0.0,0.13,4,13,83
33,3512.17,25,0.25,746.0,1,483.09,0.0,0.33,4,16,237
24,3320.89,83,0.49,516.2,2,197.04,0.0,0.42,5,6,53
58,4916.66,13,0.41,601.9,1,462.25,0.0,0.28,3,15,278
31,4596.43,38,0.38,585.34,2,254.96,1.0,0.32,2,8,199
60,4276.04,95,0.57,543.83,3,434.75,0.0,0.24,4,14,33
43,3955.45,59,0.89,651.49,2,429.29,0.0,0.22,4,14,132
43,3136.18,93,0.6,416.91,4,456.64,0.0,0.22,1,15,26
31,3318.75,27,0.87,533.09,1,437.44,0.0,0.36,4,14,235
24,3752.19,43,0.25,657.36,1,193.61,1.0,0.37,3,6,178
50,4102.92,44,0.0,479.27,1,421.79,1.0,0.35,4,14,168
43,3688.22,17,0.37,709.43,1,491.9,0.0,0.37,4,16,267
74,5447.53,29,0.24,704.14,1,303.59,0.0,0.27,3,10,216
62,5716.01,69,0.05,981.97,2,332.63,1.0,0.52,4,11,106
37,3561.98,69,0.68,524.39,4,426.95,1.0,0.22,4,14,110
20,4821.84,2,0.27,913.65,1,137.2,0.0,0.61,5,4,296
69,4913.67,6,0.35,691.64,1,272.57,0.0,0.32,3,9,290
21,3423.53,33,0.56,469.05,1,163.79,0.0,0.23,2,5,206
43,5877.87,81,0.51,944.65,3,259.26,0.0,0.42,2,8,57
28,4694.39,64,0.29,604.44,3,148.03,0.0,0.33,4,4,120
19,3621.03,26,0.45,416.01,2,158.08,1.0,0.18,2,5,240
31,4611.44,53,0.67,764.88,2,335.64,0.0,0.56,3,11,160
61,4172.81,78,0.77,722.24,3,629.97,0.0,0.27,4,20,77
47,6686.43,42,0.46,1114.52,3,295.14,1.0,0.46,2,9,188
66,4425.18,23,0.73,732.09,1,395.47,1.0,0.33,2,13,242
29,4368.47,90,0.0,589.9,3,235.46,1.0,0.22,5,7,41
43,5843.05,61,0.07,894.95,3,351.13,0.0,0.51,5,11,124
61,5703.01,92,0.7,758.12,4,254.0,1.0,0.48,5,8,42
50,4948.59,83,0.49,910.26,3,323.01,0.0,0.28,3,10,51
30,5325.53,39,0.69,849.46,2,387.13,1.0,0.6,3,12,195
31,4860.37,29,0.57,804.48,1,242.47,0.0,0.21,5,8,215
41,4153.08,43,0.59,669.3,2,453.22,1.0,0.4,4,15,175
51,6582.43,81,0.29,953.83,3,339.01,0.0,0.59,5,11,71
61,4695.57,82,0.38,873.71,4,251.28,1.0,0.47,4,8,56
43,6345.49,14,0.21,962.75,1,405.97,0.0,0.5,2,13,260
38,5113.24,48,0.14,893.11,1,681.72,1.0,0.4,4,22,170
45,4406.49,86,0.34,633.58,5,398.69,0.0,0.22,5,13,60
65,4578.89,42,0.34,947.36,2,530.75,0.0,0.36,4,17,182
53,5279.94,5,0.41,839.15,1,443.22,1.0,0.44,4,14,304
57,4662.38,49,0.56,656.41,2,512.93,1.0,0.28,3,17,171
19,3867.87,45,0.71,481.88,3,208.2,1.0,0.27,5,6,177
59,6123.53,39,0.62,1018.54,2,592.77,1.0,0.46,5,19,194
26,4923.99,29,0.57,729.06,1,176.68,0.0,0.29,3,5,221
40,5988.7,73,0.41,776.43,3,563.99,1.0,0.34,4,18,84
32,3254.96,29,0.33,451.36,1,155.05,0.0,0.21,3,5,215
30,4441.35,0,0.12,634.96,1,597.25,0.0,0.36,5,19,310
40,3185.99,28,0.67,393.89,2,424.74,1.0,0.25,5,14,221
34,4363.93,88,0.39,782.69,6,401.62,1.0,0.41,4,13,44
65,4046.03,94,0.52,545.14,5,596.31,1.0,0.34,5,19,35
19,5878.46,14,0.05,828.59,1,132.41,0.0,0.47,4,4,259
37,5774.76,16,0.28,853.0,2,310.15,0.0,0.24,4,10,253
37,2938.18,7,0.53,484.99,1,472.35,0.0,0.32,5,15,296
63,4892.29,73,0.48,736.65,3,191.14,0.0,0.25,3,6,81
20,4523.27,45,0.55,898.62,2,264.98,0.0,0.53,5,8,166
72,6114.14,56,0.3,921.53,1,174.01,1.0,0.53,4,5,149
29,4179.19,78,0.25,793.99,3,53.59,0.0,0.41,3,1,84
57,5531.54,27,0.28,895.74,1,387.11,0.0,0.56,4,12,219
19,4613.12,89,0.76,680.53,5,194.9,0.0,0.3,1,6,38
53,7129.97,83,0.01,1126.91,4,178.29,1.0,0.65,4,5,59
31,3107.27,76,0.48,493.67,3,492.96,0.0,0.16,3,16,81
33,4115.2,30,0.64,685.27,1,331.12,0.0,0.33,3,11,222
36,2641.14,50,0.56,329.18,2,211.82,1.0,0.29,5,7,161
51,4988.54,77,0.2,709.11,4,389.31,0.0,0.28,2,12,70
61,7081.49,28,0.0,1005.31,1,436.27,1.0,0.46,4,14,217
63,5993.52,77,0.44,1013.93,4,343.61,0.0,0.38,4,11,72
23,4691.76,13,0.38,866.24,1,220.57,0.0,0.39,4,7,269
30,4381.5,83,0.61,619.23,3,342.98,0.0,0.45,2,11,51
53,4402.0,40,0.69,550.82,2,617.6,1.0,0.38,5,20,191
39,3025.14,34,0.54,349.23,2,229.06,0.0,0.23,3,7,208
35,5851.06,4,0.24,993.03,1,185.09,0.0,0.46,3,6,304
29,3712.57,63,0.49,506.62,3,182.34,0.0,0.25,4,6,115
69,5578.54,78,0.14,840.68,4,476.41,1.0,0.32,4,15,80
71,3878.01,55,0.72,634.64,1,483.78,0.0,0.35,4,16,139
47,4233.5,76,0.39,732.72,3,511.94,1.0,0.36,4,17,81
70,5931.88,0,0.05,719.44,1,282.17,1.0,0.24,5,9,303
68,6061.53,6,0.58,892.02,1,451.66,0.0,0.23,5,15,282
57,6888.48,11,0.09,1064.39,1,398.76,0.0,0.51,4,13,274
24,3707.69,95,0.52,388.3,4,248.37,0.0,0.27,1,8,26
49,4853.31,20,0.28,630.7,1,207.16,1.0,0.23,3,6,245
65,7121.74,75,0.0,1165.58,7,434.92,1.0,0.72,4,14,82
36,5613.51,35,0.0,731.33,1,242.55,0.0,0.42,3,8,213
23,2512.18,32,0.86,509.18,2,123.67,0.0,0.32,2,4,211
37,5928.47,3,0.15,934.2,1,276.39,0.0,0.49,3,9,309
44,3155.16,50,0.18,599.77,1,383.75,0.0,0.47,4,12,162
70,6270.62,48,0.05,950.97,3,510.25,1.0,0.51,5,17,167
60,6152.36,72,0.17,956.84,2,364.44,1.0,0.57,4,12,85
54,5347.27,38,0.18,710.6,3,282.38,1.0,0.39,4,9,194
65,5224.47,70,0.45,703.64,2,209.31,1.0,0.45,4,6,96
24,3512.38,17,0.48,499.97,1,223.48,1.0,0.53,4,7,263
22,1407.26,58,1.0,253.54,4,160.96,0.0,0.27,4,5,127
28,4271.39,22,0.64,671.91,1,238.19,1.0,0.41,2,7,249
32,4312.5,99,0.26,549.83,5,369.86,0.0,0.17,2,12,12
20,5305.28,19,0.19,804.59,1,139.66,0.0,0.45,2,4,260
22,3607.93,30,0.76,464.03,3,200.49,1.0,0.21,3,6,211
40,4073.38,88,0.55,536.54,3,404.84,1.0,0.3,3,13,55
70,5287.27,99,0.48,595.33,5,426.23,0.0,0.38,4,14,6
54,4320.71,66,0.6,805.42,6,409.68,0.0,0.35,3,13,102
26,3584.98,52,0.42,580.83,2,184.67,0.0,0.14,3,6,159
32,3249.59,53,1.0,609.98,3,341.76,0.0,0.41,5,11,141
20,4413.55,61,0.65,509.22,3,214.46,0.0,0.28,4,7,126
46,5238.9,19,0.26,734.35,1,357.11,1.0,0.26,4,11,261
23,2465.97,24,0.9,285.58,1,142.5,1.0,0.07,3,4,228
34,4454.51,93,0.42,640.0,5,545.71,0.0,0.33,1,18,28
43,5834.04,50,0.29,944.73,1,267.99,1.0,0.43,5,8,156
38,5577.66,20,0.18,819.99,1,117.98,0.0,0.32,4,3,248
25,2960.43,47,0.45,408.95,2,275.71,0.0,0.23,4,9,168
38,5852.57,98,0.42,955.56,4,497.59,1.0,0.39,2,16,9
74,5430.52,53,0.18,817.37,2,392.17,0.0,0.42,4,13,154
28,4141.48,98,0.33,553.05,4,163.6,0.0,0.3,4,5,10
55,4848.19,93,0.33,815.37,4,248.36,1.0,0.43,4,8,24
25,2796.76,15,0.43,449.85,1,190.61,0.0,0.38,4,6,255
59,4580.14,86,0.44,529.24,4,372.17,0.0,0.4,4,12,46
41,5885.0,59,0.16,969.92,1,482.04,0.0,0.5,4,16,135
52,6352.23,74,0.41,1071.5,4,318.69,1.0,0.57,5,10,80
72,6560.82,11,0.39,925.31,1,644.39,1.0,0.52,4,21,275
31,4014.67,98,0.5,606.82,3,523.02,0.0,0.29,4,17,24
72,7681.23,68,0.0,919.27,2,461.05,1.0,0.57,4,15,109
31,5228.26,55,0.31,605.85,1,523.31,1.0,0.38,4,17,142
27,3962.96,43,0.43,571.34,2,75.07,1.0,0.2,4,2,181
29,2205.56,37,1.0,410.11,2,217.19,0.0,0.05,5,7,195
55,6061.27,21,0.18,835.39,1,485.66,1.0,0.5,5,16,252
61,6681.51,80,0.21,949.44,3,498.88,1.0,0.42,5,16,71
72,6308.66,20,0.34,1005.5,1,326.37,0.0,0.44,3,10,254
63,3609.79,90,0.84,651.24,5,405.12,1.0,0.35,4,13,37
51,5238.24,12,0.27,882.56,1,444.43,1.0,0.43,4,14,274
58,7496.06,93,0.0,1209.33,4,215.87,0.0,0.63,2,7,34
27,3926.4,45,0.53,481.37,2,160.44,0.0,0.28,5,5,174
34,6323.72,58,0.44,871.24,3,473.83,0.0,0.38,3,15,145
34,5062.14,78,0.44,723.42,2,668.12,0.0,0.26,3,22,76
20,3847.29,17,0.41,471.54,1,160.71,0.0,0.42,5,5,254
